smiles,compound_type,reason
CN1CCC(CC1)OCCC#N,monoamine,no free amine NH found
CCOC(=O)CN1CCC(CC1)C,monoamine,no free amine NH found
CCOC(=O)C1=CN=C(N=C1C)N2CCC3=CC=CC=C3C2,monoamine,no free amine NH found
CCN1C(=NNC1=S)C2=CC(=CC=C2)N(C)C,monoamine,no free amine NH found
C=CCN1CCC(CC1)C(=O)O,monoamine,no free amine NH found
CC1=C(C=CC(=C1)[N+](=O)[O-])N2CCN(CC2)C(=O)C,monoamine,no free amine NH found
C1CCN(CC1)CCN2C3=CC=CC=C3C(=O)C2=O,monoamine,no free amine NH found
C1COCCN1CC2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
CCOC(=O)CCN(C)C(C)C,monoamine,no free amine NH found
C1COCCN1CC2=CC3=C(C=C2)OC(=S)N3,monoamine,no free amine NH found
C1CN(CC2=CC=CC=C21)C3=C(C=CC=N3)C#N,monoamine,no free amine NH found
CC1=C(C(=NO1)C(=O)O)CN2CCCCCC2,monoamine,no free amine NH found
C1CCC(CC1)(CNC(=O)C2=CC=CC=C2)N3CCOCC3,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)C2=NNC(=S)N2C,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=NNC(=S)N2CC=C,monoamine,no free amine NH found
C1CN(CCN1C2=CC=C(C=C2)Cl)C(=O)CCl,monoamine,no free amine NH found
CCOC(=O)CN1CCCCCCC1,monoamine,no free amine NH found
CCCOC1=C(C=C(C=C1)C=O)CN2CCCC2,monoamine,no free amine NH found
C1CN(CCN1C2=NC=CC=N2)C(=O)CCl,monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)O)N2CCCCC2,monoamine,no free amine NH found
CC1=C(SC(=N1)N(C)C)C=O,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/C1=CC=CS1,monoamine,no free amine NH found
CC1CCN(CC1)C2=NC=C(C(=N2)C)C(=O)C,monoamine,no free amine NH found
C1CCN(CC1)C2=CC3=C(C=C2[N+](=O)[O-])OCO3,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC=NC3=C2NC=N3,monoamine,no free amine NH found
C1CN(CCN1C2=CC=CC=C2)C(=O)NCC(=O)O,monoamine,no free amine NH found
CCN(CC)C1=NN=C(C=C1)Cl,monoamine,no free amine NH found
C1CN(CCN1CCC2=CC=CC=C2)C(=O)CC#N,monoamine,no free amine NH found
CSC(=NC#N)N1CCCCC1,monoamine,no free amine NH found
CN(C)C=C1C(=O)CCC1=O,monoamine,no free amine NH found
CN1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)O,monoamine,no free amine NH found
CCOC1=C(C=C(C=C1)C=O)CN2CCCC2,monoamine,no free amine NH found
C1COCCN1CC2=NNC(=S)N2C3=CC=CC=C3,monoamine,no free amine NH found
C1CN(CCC1C(=O)N)C2=C(C=CC=N2)C#N,monoamine,no free amine NH found
CC1=C(C(=NN1)N2CCOCC2)[N+](=O)[O-],monoamine,no free amine NH found
CCN1CCC(CC1)C(=O)N,monoamine,no free amine NH found
CSC(=NC#N)N1CCOCC1,monoamine,no free amine NH found
C1CSCCN1C2=NC(=CS2)C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CC2=CC=C(C=C2)NC(=O)CCC(=O)O,monoamine,no free amine NH found
CSC(=NC#N)N1CCCC1,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)N3C=NN=C3)C(=O)OC,monoamine,no free amine NH found
CCOC(=O)CN1CCCCCC1,monoamine,no free amine NH found
CN(C)/C=C/C(=O)/C=C/C=C/C1=CC=CC=C1,monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)O)N2CCCC2,monoamine,no free amine NH found
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)CC#N,monoamine,no free amine NH found
CCN1C(=NNC1=S)C2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CN(C)C1=NC2=CC=CC=C2C(=C1)C(=O)O,monoamine,no free amine NH found
CCCC\1=NN(C(=O)/C1=C\N(C)C)C2=NC3=CC=CC=C3S2,monoamine,no free amine NH found
CC(C)(C)C1=CC2=C(C=C1)OC(=N2)N3CCC(CC3)C(=O)O,monoamine,no free amine NH found
C1COCCN1C2=NC3=C(C=CC=C3[N+](=O)[O-])C=C2,monoamine,no free amine NH found
C1COCCN1CC2=CC=C(C=C2)NC(=O)CCC(=O)O,monoamine,no free amine NH found
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(=O)CC#N,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C=O)CN2CCSCC2,monoamine,no free amine NH found
C1CC2=CC=CC=C2N(C1)CC3=CC=C(C=C3)C(=O)O,monoamine,no free amine NH found
CCOC(=O)N1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C#N,monoamine,no free amine NH found
CCOC(=O)C(C)(C)N1CCOCC1,monoamine,no free amine NH found
CC(C)(CN1CCCCCC1)C=O,monoamine,no free amine NH found
CCCCN(C)CC1=CC=CC=C1Br,monoamine,no free amine NH found
CCOC(=O)NC(=S)N1CCOCC1,monoamine,no free amine NH found
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CCl,monoamine,no free amine NH found
C1CN(CCN1C2=C(C=C(C=C2)[N+](=O)[O-])Cl)C(=O)N,monoamine,no free amine NH found
CC1=CC(=CC=C1)CN2CCC(CC2)C(=O)O,monoamine,no free amine NH found
CN(C)C1=CC=CC(=C1)C2=NNC(=S)N2CC=C,monoamine,no free amine NH found
C1CCCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C#N,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC=C(C=C1)C2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC=N2)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CNC(=O)CCN1CCOCC1,monoamine,no free amine NH found
C1COCCN1C(=S)SCC2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(CC1)CC2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CCOC(=O)C1=C(C2=C(N1C)C=CC(=C2)OC)N=CN(C)C,monoamine,no free amine NH found
CN(C)/C=C\1/C(=NN(C1=O)C2=CC=C(C=C2)OC)CC(=O)OC,monoamine,no free amine NH found
CN(C)CN1C2=CC=CC=C2C(=O)C1=O,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC=CC2=CC=CC=C21,monoamine,no free amine NH found
CC1=CC(=O)NC(=N1)N2CCCC2,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/C(=O)NC1=CC2=C(C=C1)OCO2,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3=CN=CC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)N=CN(C)C,monoamine,no free amine NH found
CN(C)/C=C/1\COCCC1=O,monoamine,no free amine NH found
CC1=CC(N(C2=C(C=C(C=C12)OC)C=O)C)(C)C,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC2=C(C=C1)OCO2,monoamine,no free amine NH found
CCC1=NN2C(=C(N=NC2=C1C3=CC=CC=C3)C(=O)OC)/C=C/N(C)C,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3=CC=C(C=C3)Cl)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
COCN1C(=NC(=N1)Br)N2CCOCC2,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)C3=CC(=CC(=C3)Cl)Cl)C(=O)OC,monoamine,no free amine NH found
CC1=NC(=NC=C1C2=CC(=O)NN2)N3CCCCC3,monoamine,no free amine NH found
CN(C)/C=C\C(=O)C1CC1,monoamine,no free amine NH found
CCCN1C2=CC=CC=C2C3=C(C1(C)C)SSC3=S,monoamine,no free amine NH found
CC1=CC(=O)NC2=NC(=NN12)N3CCCC3,monoamine,no free amine NH found
CN(CCC(=O)OC)CCOC,monoamine,no free amine NH found
CCN1CCN(CC1)C(=O)C2=CC=CC(=C2)C3=NOC(=N3)CCl,monoamine,no free amine NH found
CN(C)C=NC(=O)C1=CC=CO1,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C3=CC=C(C=C3)Cl)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1COCCN1C2=NC3=CC=CC=C3NC2=O,monoamine,no free amine NH found
COC(=O)C1=CC(=C(C=C1)N2CCCCC2)[N+](=O)[O-],monoamine,no free amine NH found
CCOC1=C(C=CC(=C1)C=O)OCCN2CCOCC2,monoamine,no free amine NH found
CC(=O)/C(=C\N(C)C)/C(OC)OC,monoamine,no free amine NH found
C1CN(C2=CC=CC=C21)CCN3C(=O)C4=CC=CC=C4C3=O,monoamine,no free amine NH found
CC(=O)C1=CC(=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)(C=O)N1CCCCC1,monoamine,no free amine NH found
CCN(CC)C1(CCCCC1)C(=O)N,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)SC)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CC1=C(C=C(C=C1)S(=O)(=O)N2CCN(CC2)C)C(=O)O,monoamine,no free amine NH found
CC1CCN(CC1)CC(=O)NC,monoamine,no free amine NH found
CN(C)/C=C\1/C2=CC=CC=C2NC1=O,monoamine,no free amine NH found
CCN(C)C1(CCCC1)C#N,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)CC3=CC=CO3)C(=O)OC,monoamine,no free amine NH found
CN(C)C1=CC=CC(=C1)C2=NC3=CC=CC=C3N2,monoamine,no free amine NH found
COC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
C1CCCN(CC1)C2=NSN=C2Cl,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)CC3=CC=C(C=C3)OC)C(=O)OC,monoamine,no free amine NH found
CCC1=NN2C(=C(C=NC2=N1)C(=O)C)/C=C/N(C)C,monoamine,no free amine NH found
C1CCN(CC1)C2=CC=C(C3=NON=C23)[N+](=O)[O-],monoamine,no free amine NH found
CC1=CC(=O)NC2=NC(=NN12)N3CCOCC3,monoamine,no free amine NH found
CC1=CC(=CC=C1)C2=NC(=C(O2)C)CN3CCC(CC3)C(=O)O,monoamine,no free amine NH found
C1CN(CCC1=O)C2=NC3=CC=CC=C3O2,monoamine,no free amine NH found
CN(CC1=CC(=CC=C1)Br)C2CCCC2,monoamine,no free amine NH found
CCC1=C(N2C(=NC(=N2)N3CCOCC3)NC1=O)C,monoamine,no free amine NH found
CCOC(=O)CN(C)C(C)C,monoamine,no free amine NH found
CCN1CCN(CC1)S(=O)(=O)C2=CN(C(=O)C3=CC=CC=C32)CC(=O)O,monoamine,no free amine NH found
C1CN(CCN1C2=NSC3=CC=CC=C32)C(=O)CCC(=O)O,monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)CC(=O)OC)N2CCOCC2,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=CC=N2)N=N1)/C=C/N(C)C,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)COC)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CC1=C(C=C(C=C1)C(=O)O)S(=O)(=O)N2CCN(CC2)C,monoamine,no free amine NH found
CN1CCC2(CC1)CC(=O)NC2,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C3=CC=NC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CCCN(CC1)C2=NN=C(C=C2)Cl,monoamine,no free amine NH found
CCN(CC)C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-],monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)O)N2CCC3=CC=CC=C3C2,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C3CCC3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CCCN(CC1)C2=CC=C(C=C2)C=C(C#N)C#N,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC2=C(C=C1Br)OCCCO2,monoamine,no free amine NH found
CC1=CC=C(O1)C2CC(=O)C(=CN(C)C)C(=O)C2,monoamine,no free amine NH found
C1COCCN1CCNC(=O)C2=CC=CC=C2[N+](=O)[O-],monoamine,no free amine NH found
CCCN(C)C1=CC2=C(C=C1)C(=O)NNC2=O,monoamine,no free amine NH found
CN(C)/C=C/C1=C(N=NC2=C(C=NN12)C3=CC=CC=C3)C#N,monoamine,no free amine NH found
CCN(C)CCC(=O)O,monoamine,no free amine NH found
CC1=C(N=C(O1)C2=CC=C(C=C2)C(C)C)CN3CCC(CC3)C(=O)O,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC2=CC=CC=C2O1,monoamine,no free amine NH found
CN(CCOC)CC1=CC=C(C=C1)Br,monoamine,no free amine NH found
COC1=C(C(=O)C1=O)N2CCSCC2,monoamine,no free amine NH found
CC1=C(C(=O)NC(=N1)N2CCCC2)Cl,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)C3=CC=CC=C3)C(=O)OC,monoamine,no free amine NH found
C1CN(CCC1CC2=CC=CC=C2)CC3=CC=C(C=C3)C(=O)O,monoamine,no free amine NH found
CN(C)/C=C(/C#N)\C1=NC2=CC=CC=C2N1,monoamine,no free amine NH found
CN(C)/C=C/C1=C(N=NC2=CC=NN21)C(=O)OC,monoamine,no free amine NH found
CC(C)N1CCC(CC1)C(=O)O,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C#N,monoamine,no free amine NH found
CC(=O)N1CCC(CC1)(C#N)N2CCCC2,monoamine,no free amine NH found
C1CCN(CC1)C2=NC3=C(C=CC=C3[N+](=O)[O-])C=C2,monoamine,no free amine NH found
CCN(CC)CCN=C=S,monoamine,no free amine NH found
CN(C)C1=CC(=CC=C1)OCC2=NNC(=S)N2C3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C=C1C(=O)CC(CC1=O)C2=C(C(=C(C=C2)OC)OC)OC,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)SCC3=CC=CC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CN(CC1=CC=C(C=C1)Br)C2CCCC2,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C3=CC=C(C=C3)OC)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1COCCN1C2=NN3C(=O)C(=CN=C3S2)C(=O)O,monoamine,no free amine NH found
C1CN(CCN1C2=CC=CC=N2)C(=O)CCC(=O)O,monoamine,no free amine NH found
C1CCN(CC1)C(=O)C2CCN(CC2)C3=NN=C(C=C3)Cl,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3=CC=NC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)N(C)CC(=O)OC,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC=C(C=C1)OCC2=CC=C(C=C2)Cl,monoamine,no free amine NH found
C1CN(CCN1C2=CC=CC=N2)C(=O)NC3=CC=CC(=C3)C(=O)O,monoamine,no free amine NH found
CC1CCN(CC1)C(C)C,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/S(=O)(=O)C,monoamine,no free amine NH found
CC\1=NN(C(=O)/C1=C\N(C)C)C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN1C2=C(CN(CC2)CC3=CC=C(C=C3)C(=O)O)C(=N1)C(=O)NC4=CC=CC=C4,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3=CC=CO3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CN(CCN1C2=CN=CN=C2)C(=O)CCl,monoamine,no free amine NH found
C1CSCCN1C2=NC(=NC3=C2N=CN3CC(=O)O)Cl,monoamine,no free amine NH found
CC1=NN2C(=C(C=NC2=C1C(=O)OC)C(=O)OC)/C=C/N(C)C,monoamine,no free amine NH found
CC1=CC=C(S1)C2CC(=O)C(=CN(C)C)C(=O)C2,monoamine,no free amine NH found
CC1CCN(CC1)C(=NC#N)SC,monoamine,no free amine NH found
CN(C)C1=NC(=NN1CC(=O)O)Br,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC=C(C=C1)N2C(=O)C=CC2=O,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C=O)OCCN2CCOCC2,monoamine,no free amine NH found
CN(C)C=NC1=CC(=O)N(N1)C2=CC=CC=C2,monoamine,no free amine NH found
CC1=NN=C(N1N2C=CC3=NC(=C(C=C3C2=O)C(=O)OC)/C=C/N(C)C)C,monoamine,no free amine NH found
CSC(=NC#N)N1CCC(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
CN(C)/C=C/C(=C(\C(=O)N)/C(=O)OC)/C1=CC=NC=C1,monoamine,no free amine NH found
CN(C)/C=C/C(=O)/C=C/C1=CC=CO1,monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)O)N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC=C(C=N2)Br,monoamine,no free amine NH found
CC1=CC2=C(C=C1)NC(=C2N=CN(C)C)C(=O)OC,monoamine,no free amine NH found
CN(C)N1C2=CC=CC=C2C(=O)C1=O,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CC1=C(SC(=N1)N2CCCCCC2)C(=O)O,monoamine,no free amine NH found
CCC(=O)C1=CC=C(C=C1)OCCN2CCCCC2,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=CC=N2)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)(C#N)N2CCCC2,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)O,monoamine,no free amine NH found
CN1CCC(=C2C3=CC=CC=C3NC2=O)CC1,monoamine,no free amine NH found
C1CCN(C1)CCNC(=O)C2=CN=C(C=N2)Cl,monoamine,no free amine NH found
C1COCCN1C2=NC(=NC3=C2N=CN3CC(=O)O)Cl,monoamine,no free amine NH found
CC(C)CCOC1=CC=C(C=C1)C(=O)/C=C/N(C)C,monoamine,no free amine NH found
COC(=O)CCN1CCCCCCC1,monoamine,no free amine NH found
CN(C)/C=C/C(=O)/C=C/C1=C(C=C(C=C1)OC)OC,monoamine,no free amine NH found
CN1CCC2(CCCNC2=O)CC1,monoamine,no free amine NH found
CN(C)/C=C\1/CC2=CC(=C(C=C2C1=O)OC)OC,monoamine,no free amine NH found
CN(C)C1=NNC(=N1)Br,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=C(C=C(C=C1)Cl)Cl,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC2=CC=CC=C2N1,monoamine,no free amine NH found
CN1C2=CC=CC=C2C=C1C(=O)/C=C/N(C)C,monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)CC#N,monoamine,no free amine NH found
C1CCN(C1)C2=NC(=NC3=C2N=CN3CC(=O)O)Cl,monoamine,no free amine NH found
CC(C)N1CCC(CC1)C(=O)OC(C)C,monoamine,no free amine NH found
CCSC1=NN2C(=C(C=NC2=N1)C(=O)C)/C=C/N(C)C,monoamine,no free amine NH found
CC1=C(C2=C(O1)N=CN3C2=NCC3)C(=O)O,monoamine,no free amine NH found
CC(C)N1C=CC2=NC(=C(C=C2C1=O)C(=O)OC)/C=C/N(C)C,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)C3=CC=C(C=C3)OC)C(=O)OC,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3=CC=CC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CCN(CC1)C2=NC=NC(=N2)NC(=O)C3=CC=CC=C3,monoamine,no free amine NH found
CC1=CC(N(C2=C1C=C(C=C2)C=O)C)(C)C,monoamine,no free amine NH found
CN(C)C1(CCCC1)C#N,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)COC)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CCN(C1)CC2=C(SC3=CC=CC=C32)C(=O)O,monoamine,no free amine NH found
C1COCCN1CC2=NC(=NO2)C3=CC=C(C=C3)C=O,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C3=CC=CC=C3N=C2N=C1)/C=C/N(C)C,monoamine,no free amine NH found
C1CCN(CC1)C2=NSN=C2Cl,monoamine,no free amine NH found
CN(C)/C=C\1/C2=C(C=C(C=C2)Cl)NC1=O,monoamine,no free amine NH found
CCOC(=O)CC1=CSC(=N1)CN(C)C,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC(=N2)C3CCC3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CCC1=C(N2C(=NC(=N2)N3CCCC3)NC1=O)C,monoamine,no free amine NH found
CC1=CC2=C(C=C1C=O)C(=CC(N2C)(C)C)C,monoamine,no free amine NH found
CN(CCOC)CC1=CC(=CC=C1)Br,monoamine,no free amine NH found
CC(=O)N1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,monoamine,no free amine NH found
C1C2=C(C=CC3=CC=CC=C23)OCN1CC4=CC=CC=C4,monoamine,no free amine NH found
CC1=C(C(=NN1CCN(C)C)C)Br,monoamine,no free amine NH found
CC1=NN2C(=C(C=NC2=N1)C(=O)C)/C=C/N(C)C,monoamine,no free amine NH found
C1CN(CCC1=O)C2=CC3=C(C=C2)OCO3,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=CC=N2)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CCOC(=O)C1=C(N=C(S1)N2CCCCCC2)C,monoamine,no free amine NH found
CC(=O)C1=C(N2C(=NC=N2)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C(=O)NNC2=O,monoamine,no free amine NH found
CN(C)/C=C/C(=O)/C=C/C1=CC=C(C=C1)OC,monoamine,no free amine NH found
CCC1=NN2C(=C(N=NC2=N1)C(=O)OCC)/C=C/N(C)C,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)SCC)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CN(C)C1=C(C=CC=N1)C=O,monoamine,no free amine NH found
CN(C)C=NC1=C(N=NC2=CC=NN21)C#N,monoamine,no free amine NH found
CC1=CSC(=N1)N2CCCCCC2,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=CC=CC=N2,monoamine,no free amine NH found
COC(=O)C1=CC=CC=C1N2CCCC2,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=CC=N2)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)CC(=O)OC,monoamine,no free amine NH found
C=CCN1CCC2=C1C=CC(=C2)C=O,monoamine,no free amine NH found
CN(C)/C=C/C1=C(C=C2C(=N1)C=CN(C2=O)CCC3=CC(=C(C=C3)OC)OC)C(=O)OC,monoamine,no free amine NH found
CCC(=O)C1=CC=C(C=C1)OCCN2CCOCC2,monoamine,no free amine NH found
CCCCN(C)CC1=CC(=CC=C1)Br,monoamine,no free amine NH found
COC(=O)CCN1CCCC1,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C/2\C(=NOC2=O)CCl,monoamine,no free amine NH found
COC1=C(C=C(C=C1)/C=N/O)CN2CCCCC2,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/S(=O)(=O)C1=CC=CC=C1,monoamine,no free amine NH found
CN(C)/C=C/C(=O)/C=C/C1=CC=CS1,monoamine,no free amine NH found
COC1=C(C=C(C=C1)/C=C/C(=O)O)CN2CCCCCC2,monoamine,no free amine NH found
CC1=NC(=NC=C1C(=O)CC(=O)OC)N2CCCCC2,monoamine,no free amine NH found
CC1=CC(=O)NC2=NC(=NN12)N3CCCCC3,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/C1=CC=CC=C1C#N,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=C(O2)C=C(C=C3)Cl,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC(=N2)C3=CN=CC=C3)N=C1)/C=C/N(C)C,monoamine,no free amine NH found
CCOC(=O)C1=C(N2C(=NC=N2)N=C1C)/C=C/N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=NC(=N2)Cl)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/C1=CC=CC=N1,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)C3=CC=CS3,monoamine,no free amine NH found
C1CCN(C1)C2=NC=CC(=N2)/C=C/C(=O)O,monoamine,no free amine NH found
C1COCCN1CC(=O)NC2=CC(=CC=C2)NC(=O)CCl,monoamine,no free amine NH found
CC1=CC(N(C2=C1C=C(C=C2)C(=O)O)C)(C)C,monoamine,no free amine NH found
CC(C)(C(=O)O)N1CCCC1,monoamine,no free amine NH found
CN(CCOCCOCC#C)CCOCCOCC#C,monoamine,no free amine NH found
CC1=C(N=CN1)CN2CCC(CC2)NC(=O)OC(C)(C)C,monoamine,no free amine NH found
COC(=O)C1=CC=C(C=C1)OCCN2CCOCC2,monoamine,no free amine NH found
C1CCN(C1)C2=NC(=NC3=CC=CC=C32)Cl,monoamine,no free amine NH found
CN(CC1=CC(=CC=C1)[N+](=O)[O-])CC(=O)O,monoamine,no free amine NH found
CN(C)C1=NC(=NC2=CC=CC=C21)Cl,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)C2=CN=C(N=C2Cl)Cl,monoamine,no free amine NH found
CC1=C(C(=CC=C1)[N+](=O)[O-])N(C)C,monoamine,no free amine NH found
CN(CCC1=CC=CC=C1)CCC2=CC=CC=C2,monoamine,no free amine NH found
CC1(C([N+](=C(N1O)C2=CC=C(C=C2)[N+](=O)[O-])[O-])(C)C)C,monoamine,no free amine NH found
CC1=CC(N(C2=C1C=C(C=C2)/C=C/C(=O)C)C)(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)CCOCCOCCN(CCOCCOCC#C)CCOCCOCC#C,monoamine,no free amine NH found
CCN1C2=C(C=C(C=C2)C(=O)O)C(=CC1(C)C)C,monoamine,no free amine NH found
C1C2=C(CN1P(=O)(Cl)Cl)N=CN=C2Cl,monoamine,no free amine NH found
CC1(CC(CC(N1O)(C)C)NC(=O)CCOCCOCCOCCOCCOCCC(=O)O)C,monoamine,no free amine NH found
CN(C)C1=NSC(=N1)Cl,monoamine,no free amine NH found
C#CC1CCN(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)C2=NC=C(C=N2)C(=O)OCC,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=O)NC(=O)N2,monoamine,no free amine NH found
CC1=CC(N(C2=C1C=CC=C2C(=O)OC)C)(C)C,monoamine,no free amine NH found
